774822/name/0	King Ludwig Beerhall
16817691/dietary_restrictions/0	None
16817691/location/0	Tsim Sha Tsui
16817691/location/1	Kowloon
16817691/location/2	Yau Tsim Mong District
16849948/name/0	Dandy's Organic Cafe - Sheung Wan
16849948/address/0	No.32 Upper Lascar Row, Sheung Wan
16849948/cuisine/0	Healthy
16849948/dietary_restrictions/0	None
16849948/location/0	Sheung Wan
16849948/location/1	Central District
16849948/location/2	Hong Kong Island
16868017/name/0	Lee Ho Sing
16868017/address/0	No.8 Lyndhurst Terrance, Central Shop 2, G/F
16868017/cuisine/0	Fast Food
16868017/cuisine/1	Fusion
16868017/cuisine/2	Street Food
16868017/dietary_restrictions/0	None
16868017/location/0	Central
16868017/location/1	Central District
16868017/location/2	Hong Kong Island
16894533/name/0	Baked Hong Kong
16894533/address/0	No.14 Elgin Street, Soho, Central Shop D, G/F
16894533/cuisine/0	International
16894533/cuisine/1	Contemporary
16894533/cuisine/2	Portuguese
16894533/cuisine/3	Gastropub
16894533/cuisine/4	European
16894533/dietary_restrictions/0	None
16894533/location/0	Central
16894533/location/1	Central District
16894533/location/2	Hong Kong Island
16913737/name/0	Nhau
16913737/address/0	No.12 Circular Pathway Central
16913737/cuisine/0	Asian
16913737/cuisine/1	Vietnamese
16913737/dietary_restrictions/0	Vegetarian Friendly
16913737/location/0	Sheung Wan
16913737/location/1	Central District
16913737/location/2	Hong Kong Island
16948745/name/0	No Boundary
16948745/address/0	9 Haven Street Causeway Bay
16948745/cuisine/0	Central-Italian
16948745/dietary_restrictions/0	None
16948745/location/0	Hong Kong Island
17222912/name/0	Kane Tsuru Ramen
17222912/address/0	No.39 Hollywood Road, Central G/f
17222912/cuisine/0	Japanese
17222912/cuisine/1	Soups
17222912/dietary_restrictions/0	None
17222912/location/0	Central
17222912/location/1	Central District
17222912/location/2	Hong Kong Island
17285812/name/0	L’Envol - The St. Regis Hong Kong
17285812/address/0	One Harbour Drive, Wan Chai, 3/F, The St. Regis Hong Kong
17285812/cuisine/0	French
17285812/cuisine/1	European
17285812/dietary_restrictions/0	Vegetarian Friendly
17285812/dietary_restrictions/1	Gluten Free Options
17285812/location/0	Wan Chai / Causeway Bay
17285812/location/1	Hong Kong Island
17285812/location/2	Hennessy Road
17287930/name/0	Run Chinese Restaurant - The St. Regis Hong Kong
17287930/address/0	One Harbour Drive, Wan Chai, 2/F, The St. Regis Hong Kong
17287930/cuisine/0	Chinese
17287930/dietary_restrictions/0	Vegetarian Friendly
17287930/location/0	Wan Chai / Causeway Bay
17287930/location/1	Hong Kong Island
17287930/location/2	Hennessy Road
17287936/name/0	The St. Regis Bar - The St. Regis Hong Kong
17287936/address/0	One Harbour Drive, Wan Chai 2/F, The St. Regis Hong Kong
17287936/cuisine/0	Bar
17287936/cuisine/1	International
17287936/dietary_restrictions/0	None
17287936/location/0	Wan Chai / Causeway Bay
17287936/location/1	Hong Kong Island
17287936/location/2	Hennessy Road
17287943/name/0	The Drawing Room -The St. Regis Hong Kong
17287943/address/0	One Harbour Drive, Wan Chai, 2/F, The St. Regis Hong Kong
17287943/cuisine/0	Cafe
17287943/cuisine/1	International
17287943/dietary_restrictions/0	None
17287943/location/0	Wan Chai / Causeway Bay
17287943/location/1	Hong Kong Island
17287943/location/2	Hennessy Road
17322643/name/0	Nathanhouse
17322643/address/0	G/F, No.38 Hillwood Rd, Tsim Sha Tsui
17322643/cuisine/0	American
17322643/cuisine/1	Steakhouse
17322643/cuisine/2	Seafood
17322643/cuisine/3	European
17322643/dietary_restrictions/0	None
17322643/location/0	Tsim Sha Tsui
17322643/location/1	Kowloon
17322643/location/2	Yau Tsim Mong District
17348103/name/0	SOMM - The Landmark Mandarin Oriental
17348103/address/0	No.15 Queen's Road Central, Hong Kong 7/F, The Landmark Mandarin Oriental
17348103/cuisine/0	Japanese
17348103/cuisine/1	Wine Bar
17348103/cuisine/2	European
17348103/dietary_restrictions/0	None
17348103/location/0	Central
17348103/location/1	Central District
17348103/location/2	Hong Kong Island
17366778/name/0	Kedai Kopi Semua Semua
17366778/address/0	No.71 Tai Pa Street, Tsuen Wan G/f
17366778/cuisine/0	Asian
17366778/cuisine/1	Malaysian
17366778/dietary_restrictions/0	None
17366778/location/0	New Territories
17366778/location/1	Tsuen Wan
17366807/name/0	TeaWood Deluxe
17366807/address/0	No.18 Hanoi Road, Tsim Sha Tsui Shop B105-B106, B1/F, K11 Art Mall
17366807/cuisine/0	Asian
17366807/cuisine/1	Taiwanese
17366807/dietary_restrictions/0	None
17366807/location/0	Tsim Sha Tsui
17366807/location/1	Kowloon
17366807/location/2	Yau Tsim Mong District
17386272/name/0	Taqueria Super Macho
17386272/address/0	No.35 Bridges Street
17386272/cuisine/0	Mexican
17386272/cuisine/1	Latin
17386272/cuisine/2	Bar
17386272/dietary_restrictions/0	Vegetarian Friendly
17386272/dietary_restrictions/1	Vegan Options
17386272/location/0	Sheung Wan
17386272/location/1	Central District
17386272/location/2	Hong Kong Island
17386700/name/0	Chao Chao
17386700/address/0	Hung Hom Shop 115, 1/F, Gourmet Place , The Whampoa
17386700/cuisine/0	Vietnamese
17386700/dietary_restrictions/0	None
17386700/location/0	Kowloon City District
17386700/location/1	Kowloon
17386700/location/2	Whampoa
17435209/name/0	Loveat - Persian Cuisine
17435209/address/0	No.45-53A, Graham St, Central Shop E,G/F, Garley Building
17435209/cuisine/0	Middle Eastern
17435209/cuisine/1	Persian
17435209/dietary_restrictions/0	None
17435209/location/0	Central
17435209/location/1	Central District
17435209/location/2	Hong Kong Island
17440112/name/0	Bai Fung Bento
17440112/address/0	No.500 Hennessy Road, Causeway Bay Shop 1101, 11/F, Hysan Place
17440112/cuisine/0	Asian
17440112/cuisine/1	Taiwanese
17440112/cuisine/2	Central Asian
17440112/dietary_restrictions/0	None
17440112/location/0	Wan Chai / Causeway Bay
17440112/location/1	Hong Kong Island
17477529/name/0	Wingman
17477529/address/0	No.37-43 Cochrane Street, Central 6/F, Cheung Hing Commercial Building
17477529/cuisine/0	American
17477529/cuisine/1	Bar
17477529/cuisine/2	Pub
17477529/dietary_restrictions/0	None
17477529/location/0	Central
17477529/location/1	Central District
17477529/location/2	Hong Kong Island
17537366/name/0	Cardamon Street
17537366/address/0	No.38 Elgin Street, Soho, Central
17537366/cuisine/0	Mexican
17537366/cuisine/1	Indian
17537366/cuisine/2	Mediterranean
17537366/dietary_restrictions/0	None
17537366/location/0	Central
17537366/location/1	Central District
17537366/location/2	Hong Kong Island
17558610/name/0	Kinship
17558610/address/0	2 Shelley Street, LL Tower LL Tower
17558610/cuisine/0	British
17558610/cuisine/1	European
17558610/dietary_restrictions/0	Vegetarian Friendly
17558610/dietary_restrictions/1	Vegan Options
17558610/dietary_restrictions/2	Gluten Free Options
17558610/location/0	Central
17558610/location/1	Central District
17558610/location/2	Hong Kong Island
17564343/name/0	Beauty in The Pot
17564343/address/0	No.56 Dundas Street, Mong Kok Shop 803, 8/F, Gala Place
17564343/cuisine/0	Seafood
17564343/cuisine/1	Fusion
17564343/cuisine/2	Central Asian
17564343/cuisine/3	Chinese
17564343/dietary_restrictions/0	None
17564343/location/0	Jordan / Yau Ma Tei
17564343/location/1	Kowloon
17564343/location/2	Yau Tsim Mong District
17570287/name/0	GOTTHARD BASE Restaurant & Lounge
17570287/address/0	7 Fort Street, North Point, Hong Kong Shop 1, G/F
17570287/cuisine/0	Italian
17570287/cuisine/1	Swiss
17570287/cuisine/2	European
17570287/dietary_restrictions/0	None
17570287/location/0	North Point
17570287/location/1	Hong Kong Island
17570287/location/2	Eastern District
17570287/location/3	Fortress Hill
17579883/name/0	Shahrazad Lebanese Dining Lounge & Bar
17579883/address/0	No.75-77 Wyndham Street,Central.Hong Kong 2/F Carfield Commercial Building
17579883/cuisine/0	Lebanese
17579883/cuisine/1	Mediterranean
17579883/cuisine/2	Middle Eastern
17579883/dietary_restrictions/0	None
17579883/location/0	Central
17579883/location/1	Central District
17579883/location/2	Hong Kong Island
17580852/name/0	Morokok
17580852/address/0	No.56 Dundas Street, Mong Kok Shop 801, 8/F, Gala Place
17580852/cuisine/0	Moroccan
17580852/cuisine/1	Mediterranean
17580852/cuisine/2	Asian
17580852/cuisine/3	Central Asian
17580852/dietary_restrictions/0	None
17580852/location/0	Jordan / Yau Ma Tei
17580852/location/1	Kowloon
17580852/location/2	Yau Tsim Mong District
17598747/name/0	Castellana Restaurant
17598747/address/0	No.1 Hoi Ping Road, Causeway Bay 10/F Cubus
17598747/cuisine/0	Italian
17598747/cuisine/1	Northern-Italian
17598747/cuisine/2	European
17598747/dietary_restrictions/0	Vegetarian Friendly
17598747/location/0	Wan Chai / Causeway Bay
17598747/location/1	Hong Kong Island
17623759/name/0	Rajasthan Rifles
17623759/address/0	No. 118 Peak Road, The Peak Shop G01, G/F, The Peak Galleria
17623759/cuisine/0	Indian
17623759/cuisine/1	Asian
17623759/dietary_restrictions/0	Vegetarian Friendly
17623759/dietary_restrictions/1	Vegan Options
17623759/location/0	Peak
17623759/location/1	Central District
17623759/location/2	Hong Kong Island
17637274/name/0	Giabar Bistro Food & Wine Store
17637274/address/0	N. 53 Sai Street, Sheung Wan Flat/Rm B, Wing Yau House
17637274/cuisine/0	Italian
17637274/cuisine/1	Mediterranean
17637274/cuisine/2	Wine Bar
17637274/dietary_restrictions/0	Vegetarian Friendly
17637274/location/0	Sheung Wan
17637274/location/1	Central District
17637274/location/2	Hong Kong Island
17653692/name/0	With Your Mind
17653692/address/0	No.12 Hoi Kwong Street, Quarry Bay
17653692/cuisine/0	Singaporean
17653692/dietary_restrictions/0	None
17653692/location/0	Eastern District
17653692/location/1	Hong Kong Island
17653692/location/2	Quarry Bay
17663479/name/0	Secret Chefs
17663479/address/0	G/F, 22 Heung Shing Street, Tsuen Wan
17663479/cuisine/0	Japanese
17663479/cuisine/1	Steakhouse
17663479/cuisine/2	Grill
17663479/cuisine/3	Diner
17663479/dietary_restrictions/0	None
17663479/location/0	New Territories
17663479/location/1	Tsuen Wan
17697186/name/0	Honjo
17697186/address/0	77-91 Queen's Road West 1/f
17697186/cuisine/0	Japanese
17697186/cuisine/1	Sushi
17697186/cuisine/2	Asian
17697186/dietary_restrictions/0	Vegetarian Friendly
17697186/dietary_restrictions/1	Vegan Options
17697186/location/0	Sheung Wan
17697186/location/1	Central District
17697186/location/2	Hong Kong Island
17731953/name/0	Elixir
17731953/address/0	G/F, 9 Mee Lun Street, Sheung Wan
17731953/cuisine/0	American
17731953/cuisine/1	Southwestern
17731953/cuisine/2	British
17731953/cuisine/3	Australian
17731953/dietary_restrictions/0	None
17731953/location/0	Sheung Wan
17731953/location/1	Central District
17731953/location/2	Hong Kong Island
17757796/name/0	Shiawase Yakitori
17757796/address/0	18, Hanoi Road Shop, Tsim Sha Tsui Shop G18-19,G/F, K11 Art Mall
17757796/cuisine/0	Japanese
17757796/cuisine/1	Grill
17757796/dietary_restrictions/0	None
17757796/location/0	Tsim Sha Tsui
17757796/location/1	Kowloon
17757796/location/2	Yau Tsim Mong District
17790016/name/0	The Jungle
17790016/address/0	273-275 Temple Street, Jordan Shop 3, G/F, Po Fat Building
17790016/cuisine/0	Mexican
17790016/cuisine/1	Bar
17790016/cuisine/2	Fusion
17790016/cuisine/3	Nepali
17790016/cuisine/4	Beer restaurants
17790016/dietary_restrictions/0	None
17790016/location/0	Jordan / Yau Ma Tei
17790016/location/1	Kowloon
17790016/location/2	Yau Tsim Mong District
17820179/name/0	Nectar
17820179/address/0	No.108 Hollywood Road, Centrestage, Sheung Wan Shop D, G/F
17820179/cuisine/0	International
17820179/cuisine/1	Contemporary
17820179/cuisine/2	Healthy
17820179/cuisine/3	Kaiseki
17820179/cuisine/4	Medicinal foods
17820179/dietary_restrictions/0	None
17820179/location/0	Sheung Wan
17820179/location/1	Central District
17820179/location/2	Hong Kong Island
17886060/name/0	NINETYs
17886060/address/0	G/F, 2-4 Shelley Street, Central
17886060/cuisine/0	Cafe
17886060/cuisine/1	Asian
17886060/cuisine/2	Diner
17886060/cuisine/3	Australian
17886060/dietary_restrictions/0	None
17886060/location/0	Central
17886060/location/1	Central District
17886060/location/2	Hong Kong Island
18740423/name/0	ND42 Bar & Lounge
18740423/address/0	1-3 Chatham Road, Kowloon Shop A, G/F Dolford Mansion
18740423/cuisine/0	Pizza
18740423/dietary_restrictions/0	None
18740423/location/0	Tsim Sha Tsui
18740423/location/1	Kowloon
18740423/location/2	Yau Tsim Mong District
18845478/name/0	Duck & Waffle
18845478/address/0	8 Finance Street, Central Shop 1081, Podium Level 1, ifc mall
18845478/cuisine/0	European
18845478/cuisine/1	British
18845478/dietary_restrictions/0	Vegetarian Friendly
18845478/dietary_restrictions/1	Gluten Free Options
18845478/dietary_restrictions/2	Vegan Options
18845478/location/0	Central
18845478/location/1	Central District
18845478/location/2	Hong Kong Island
18894239/name/0	Cadillac Bar & Grill
18894239/address/0	500 Hennessy Road, Causeway Bay Shop 718-719, 7/F Hysan Place
18894239/cuisine/0	Mexican
18894239/cuisine/1	American
18894239/cuisine/2	Latin
18894239/cuisine/3	Bar
18894239/cuisine/4	Spanish
18894239/cuisine/5	Pub
18894239/dietary_restrictions/0	None
18894239/location/0	Wan Chai / Causeway Bay
18894239/location/1	Hong Kong Island
18901020/name/0	On Time Coffee & Kitchen
18901020/address/0	93 Jervois Street, Sheung Wan Shop 2, G/F & C/L, Tung Lee Commercial Building
18901020/cuisine/0	Italian
18901020/cuisine/1	Japanese
18901020/cuisine/2	British
18901020/cuisine/3	Cafe
18901020/cuisine/4	Healthy
18901020/dietary_restrictions/0	None
18901020/location/0	Sheung Wan
18901020/location/1	Central District
18901020/location/2	Hong Kong Island
18928297/name/0	Paradise Dynasty
18928297/address/0	9 Tong Tak Street, Tseung Kwan O Shop G31, G/F, Park Central
18928297/cuisine/0	Chinese
18928297/cuisine/1	Asian
18928297/cuisine/2	Beijing cuisine
18928297/dietary_restrictions/0	None
18928297/location/0	New Territories
18928297/location/1	Sai Kung
18928297/location/2	Tseung Kwan O
18928556/name/0	Chatterbox Cafe
18928556/address/0	Victoria Dockside, 18 Salisbury Road, Tsim Sha Tsui Shop B110, B1/F, K11 Musea
18928556/cuisine/0	Asian
18928556/cuisine/1	Singaporean
18928556/cuisine/2	Malaysian
18928556/dietary_restrictions/0	None
18928556/location/0	Tsim Sha Tsui
18928556/location/1	Kowloon
18928556/location/2	Yau Tsim Mong District
18965794/name/0	Aussie Grill by Outback
18965794/address/0	223 Hing Fong Road, Kwai Fong Shop 109, 1/F, Metroplaza
18965794/cuisine/0	Grill
18965794/cuisine/1	Australian
18965794/dietary_restrictions/0	None
18965794/location/0	New Territories
18965794/location/1	Kwai Tsing
18966542/name/0	Treehouse
18966542/address/0	H Code Building, 45 Pottinger St, Central Shop 1, G/F Ezra's Lane
18966542/cuisine/0	Fast Food
18966542/cuisine/1	International
18966542/cuisine/2	Healthy
18966542/dietary_restrictions/0	None
18966542/location/0	Central
18966542/location/1	Central District
18966542/location/2	Hong Kong Island
18995442/name/0	Wolfgang Puck Kitchen
18995442/address/0	Hong Kong International Airport, Chek Lap Kok Shop 5T150, Arrivals Meeters & Greeters Hall, 5/F, Terminal 1
18995442/cuisine/0	American
18995442/cuisine/1	Austrian
18995442/cuisine/2	Bar
18995442/cuisine/3	Pub
18995442/dietary_restrictions/0	Vegetarian Friendly
18995442/location/0	New Territories
18995442/location/1	Islands District
18995442/location/2	Tung Chung
19055911/name/0	Poem
19055911/address/0	33 Wyndham Street, Lan Kwai Fong, Central 5/F, LKF Tower
19055911/cuisine/0	Asian
19055911/cuisine/1	Contemporary
19055911/cuisine/2	Healthy
19055911/dietary_restrictions/0	Vegan Options
19055911/location/0	Central
19055911/location/1	Central District
19055911/location/2	Hong Kong Island
19065392/name/0	Spring Field
19065392/address/0	G/F, 25 Swatow Street, Wan Chai
19065392/cuisine/0	Deli
19065392/cuisine/1	Vietnamese
19065392/cuisine/2	Diner
19065392/dietary_restrictions/0	None
19065392/location/0	Wan Chai / Causeway Bay
19065392/location/1	Hong Kong Island
19065392/location/2	Southorn Playground
19086097/name/0	Velo Italian Bar & Grill
19086097/address/0	18 Salisbury Road, Tsim Sha Tsui Shop 103, 1/F, K11 Musea, Victoria Dockside
19086097/cuisine/0	Italian
19086097/cuisine/1	Healthy
19086097/cuisine/2	Northern-Italian
19086097/cuisine/3	Central-Italian
19086097/cuisine/4	Southern-Italian
19086097/dietary_restrictions/0	None
19086097/location/0	Tsim Sha Tsui
19086097/location/1	Kowloon
19086097/location/2	Yau Tsim Mong District
19254890/name/0	IACA Superfood Bar
19254890/address/0	17-21 Burrows Street, Wan Chai Shop 4, G/F, Lucky House
19254890/cuisine/0	Brazilian
19254890/cuisine/1	Southwestern
19254890/cuisine/2	Australian
19254890/cuisine/3	Native American
19254890/cuisine/4	South American
19254890/dietary_restrictions/0	None
19254890/location/0	Wan Chai / Causeway Bay
19254890/location/1	Hong Kong Island
19273696/name/0	8Five2 Restobar
19273696/address/0	Shop 2, Ground Floor, 8 Observatory Road, Tsim Sha Tsui, Kowloon
19273696/cuisine/0	Mexican
19273696/cuisine/1	Bar
19273696/cuisine/2	Pub
19273696/dietary_restrictions/0	Vegetarian Friendly
19273696/location/0	Tsim Sha Tsui
19273696/location/1	Kowloon
19273696/location/2	Yau Tsim Mong District
19296987/name/0	OMG Mamaday
19296987/address/0	29 Granville Road, Tsim Sha Tsui 2/F, Southgate Commercial Centre
19296987/cuisine/0	Cafe
19296987/dietary_restrictions/0	None
19296987/location/0	Tsim Sha Tsui
19296987/location/1	Kowloon
19296987/location/2	Yau Tsim Mong District
19307006/name/0	Mitsuan Honzen
19307006/address/0	Shop A, G/F, 8 Hart Avenue, Tsim Sha Tsui
19307006/cuisine/0	Cafe
19307006/cuisine/1	Asian
19307006/cuisine/2	Fusion
19307006/cuisine/3	Japanese sweets parlour
19307006/cuisine/4	Japanese Fusion
19307006/dietary_restrictions/0	None
19307006/location/0	Tsim Sha Tsui
19307006/location/1	Kowloon
19307006/location/2	Yau Tsim Mong District
19330227/name/0	Flames
19330227/address/0	77 Hoi Bun Road, Kwun Tong Shop 2, 1/F
19330227/cuisine/0	International
19330227/cuisine/1	European
19330227/cuisine/2	Portuguese
19330227/cuisine/3	Australian
19330227/dietary_restrictions/0	None
19330227/location/0	Kwun Tong
19330227/location/1	Kowloon
19330227/location/2	Kwun Tong District
19354431/name/0	Zeng
19354431/address/0	18 Tang Lung Street, Causeway Bay 30/F, V Point
